Gene	Index	Chromosome	Strand	Start	End	O100	O102	O103	O104	O106	O109	O111	O113	O114	O117	O125	O127	O128	O129	O130	O131	O132	O134	O135	O137	O138	O139	O141	O144	O145	O147	O149	O151	O159	O160	O162	O164	O165	O171	O204	O205	O210	O211	O216	O218	O220	O221	O222	O24	O240	O242	O243	O246	O248	O250	O251	O255	O26	O282	O284	O285	O286	O287	O290	O292	O296	O297	O299	O300	O301	O303	O304	O305	O31	O32	O34	O35	O36	O39	O41	O422	O423	O424	O425	O426	O427	O428	O429	O43	O430	O431	O433	O434	O435	O436	O439	O44	O440	O441	O442	O443	O444	O445	O447	O448	O449	O450	O451	O452	O453	O454	O46	O47	O48	O49	O52	O54	O55	O56	O58	O59	O60	O61	O62	O65	O66	O71	O73	O76	O78	O80	O87	O89	O90
Hba-a1	1	11	+	32283511	32283801	2423.0722228200248	2113.566434480421	8634.070718105138	2356.1446939822276	1185.3426536600607	1885.3796136372346	1148.8162605213058	9018.07002915946	2982.3553175470756	5025.2714159524985	6197.409324817478	1716.0511949166048	3304.5387027494476	2763.046579825214	6587.6384872263425	12984.755468381336	6225.4121358898765	2580.627671791686	9918.502790817514	10253.888563031014	2286.7675252886074	10490.441121264597	5165.164372017792	758.053238959689	0.0	808.4295378003574	1268.0830092704216	0.0	31.013257575757574	0.0	548.4649109962145	438.53633387348657	971.1234516854448	1738.9439819235888	177.09258352731362	213.5818031272932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5511363636363633	0.0	0.0	0.0	119.41372653926533	0.0	0.0	0.0	48.654267282196976	0.0	0.0	104.94114690853023	614.5274708702295	0.0	2.6595744680851063	89.54488130121972	8.522727272727272	0.0	0.0	666.5699400699606	0.0	0.0	0.0	0.0	0.0	7.930871212121212	2208.701768305818	8239.236449982367	399.1818934509431	134.36888278340837	3.3143939393939394	421.90708325601224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1125.9971700817216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2308.7232463927285	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4443.59968325286	1441.2178433005065	1003.5389872777095	45812.8192881167	7554.1140731974165	39029.85351311254	26529.769121708254	216.00500188944002	3682.008591004424	0.0	44041.420351562265	6485.711140792253	2737.1154501110395	350.11618567887115	4346.723740290894	2376.3735896586386	281.54325505579106	1615.1243377423027	2579.6116526488167	4170.3526743404855	4909.039292022393	2736.1030114855876	6973.225592227657
Hba-a1	2a	11	+	32283811	32283924	83.31022860621894	81.17864558542524	339.0653644603591	81.09217852933486	57.490374810473796	73.41040565686238	50.850867595419636	344.02695760182917	125.41227161715234	210.92480146749304	206.11533001347175	53.25330736514946	139.11995238720107	100.4789121276278	241.1120373554447	476.80898539068534	282.78475900208224	112.0376027216989	415.75342418108244	396.7772190357183	90.66082432808929	473.7122204813131	211.85404875098664	29.633876554369266	0.0	27.568922305764403	45.28554258705908	0.0	2.923976608187134	0.0	25.402123783281233	20.303257197301516	36.47629858177064	67.91444270964166	8.780108780108781	11.168363799942748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.531632110579479	0.0	0.0	0.0	6.653580337790864	0.0	0.0	0.0	2.126528442317916	0.0	0.0	6.485911749069643	28.100275197798407	0.0	0.7465472191116088	3.345508807276433	0.531632110579479	0.0	0.0	30.56884635832003	0.0	6.491844843872455	0.0	0.0	0.0	0.0	89.23970798200868	309.2342343891207	55.86927817403279	8.240297713981922	0.531632110579479	11.907142849105798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.497883526458686	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.10719302235731	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	175.48471784989596	50.910897955318205	34.96145094976596	2011.2898509411634	313.1604386091353	1545.7248856899384	3078.690674979162	12.300469860716166	146.51496150111797	0.0	1723.4055621858952	281.9380319708681	111.2242369393908	12.243896454422767	176.58797964803756	87.03574924298049	10.01301632134266	48.27610174478807	105.6414834940569	160.53570093110673	171.82066089096782	102.84821811670565	291.63682468644276
Hba-a1	2b	11	+	32283924	32284128	4295.265595833514	3544.0330781514876	16591.701729877208	6044.342202759116	2457.0469074923913	3832.8539541874516	2223.456285288125	17018.787872896704	6442.3964215002325	11767.18787496738	11096.90276342178	2911.008999531352	7027.395684439002	6411.048249414305	15258.033586484642	27863.426209184992	13454.10923548431	6198.3530514507	19120.868089644024	19723.714942292623	4371.396243240193	23410.72493539686	13756.775596740787	1203.6496739510276	0.0	1258.3659792068527	1980.450087730746	0.0	178.25572227348474	0.0	1137.8765303745922	1035.5562239510937	1704.2045730834395	3647.572868085336	309.7862300301325	434.71522336857055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.469327420546932	0.0	0.0	0.0	316.3948866346552	0.0	0.0	0.0	49.59349593495936	72.06742272540966	0.0	206.05453489599833	1455.840616339321	9.90391722099039	6.6424494032174355	148.07831560697193	28.972653362897265	0.0	0.0	1431.4304961862333	0.0	535.8832394162336	0.0	0.0	0.0	0.0	4393.693950510893	14522.865276900173	2740.18692215172	307.572763761576	5.764966740576496	985.3888378052679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2104.9511045426093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4316.674111513516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8588.675702954795	2681.2906725140347	2232.998169363981	97803.22600426577	15232.28922899191	89398.04402185595	53138.15559231078	1105.5294886239374	7666.889909154352	0.0	84600.37149383716	16660.638533015874	5146.563525990813	1775.8676492144295	9362.334695177171	5501.255453417808	541.863488096639	5723.133772437544	4818.829238692739	10372.367875319887	8913.08732305354	6365.979310763391	15348.36861741705
Hba-a1	3a	11	+	32284263	32284438	1539.683634322683	917.0286177385286	5468.01445470311	4175.168037668917	1106.1171019580852	959.6424751808593	647.50815425516	6302.4749010361065	2787.457991815572	4859.2084163571535	7635.392660505491	1364.689922846708	3573.5663751865045	5044.939524067241	5702.984515406353	9518.556755869802	5442.0861682885325	2472.2975259764044	7875.74200879088	8274.853135495601	2046.5544498258148	13471.298784396218	5010.66629004978	589.5390674851419	0.0	1379.754337529034	880.6460149028841	6.778563698206556	88.40610256166683	0.0	316.306708400314	196.02974373687942	795.4803133972649	1358.6603697185583	253.79692460457926	123.31184440559441	0.0	0.0	0.0	0.0	0.0	0.0	19.972451790633606	41.89700300694868	0.0	0.0	0.0	264.9253157680758	0.0	0.0	0.0	4.132231404958678	278.4890987153583	0.0	26.342975206611566	423.59667649246546	0.0	0.0	66.86339066644882	0.0	0.0	0.0	222.63457521430828	0.0	172.16515841687738	0.0	0.0	0.0	3.808691308691309	1464.962105644574	7125.167286892682	3672.8167880994856	327.96721476795466	0.0	249.505743107192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	804.9590017156816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1502.8828241021458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3775.1027641180603	1224.056877435137	925.612519827233	41109.82167629913	6996.948444611177	43604.161256249434	14770.285552824284	1076.8501190330583	2880.2288506186446	0.0	18992.252211910185	5171.249593450725	1570.8978248202427	1048.7171093845016	3712.117053696195	2638.1185177035945	914.495460305099	7897.475177626128	2610.3120685322815	4790.539897924001	11962.873399264578	5978.535020749138	14098.60618286134
Hba-a1	3b	11	+	32284438	32284465	1085.7496191322596	965.29688782241	1821.7639834546405	2499.6300497325474	1321.8257558130183	913.3572785757659	1719.255567768346	5047.206928713	2067.776354522104	5816.116764402916	5405.39340709031	1001.0772248162541	2996.9718786724275	4008.5268628458603	3904.620547690312	6450.718634085379	4707.955010954785	2446.625087340079	9008.64926663473	8278.014750103464	2889.826711491756	12362.449357719113	3670.8154959042304	175.09238728750927	0.0	1248.484809376424	778.3656366840632	88.94557823129253	102.71682340647858	0.0	14.285714285714285	380.8936597645658	672.1840060549738	1048.9257416054265	354.9651127515421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	244.77813852813853	191.26559714795007	0.0	0.0	0.0	112.12121212121211	0.0	0.0	0.0	0.0	180.90425531914894	0.0	45.45454545454545	351.8726058584071	0.0	0.0	0.0	0.0	0.0	0.0	98.28473413379072	0.0	37.5	0.0	0.0	0.0	132.41758241758242	617.3459560326788	6297.026075796329	4720.844123255595	351.6233766233766	182.64880952380952	609.065737536877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1152.8912648394576	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1163.3068048291323	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5558.71381045824	520.9424004098688	822.9685969928173	31773.857126476196	8158.300055803835	43200.91942756517	17546.760638071348	1089.300227882673	3980.158440407884	0.0	11609.437552242487	2269.0663664242516	995.027086591134	2973.1554918002716	3555.4660515633987	3132.865640691021	696.6886605498745	14765.042404040496	1841.5172335192315	4584.836014455372	15796.629227513364	5457.145874124056	14281.517811817655
Hba-a2	1	11	+	32296489	32296618	3346.6843633467292	2990.4755337773777	11924.845021041523	3241.7594299986963	1543.2452835950148	2544.3673646103384	1559.495846477806	12333.241925046443	3966.2231882129695	6776.614269499691	8333.583758166682	2350.3220336932045	4333.392408783335	3844.8517898478844	8890.656592839643	17604.18190696503	8642.991049080045	3588.555717179231	14182.407655610596	14277.903047229041	2971.030173702059	14420.041642941767	6960.552409006584	972.6823258435284	0.0	1178.7268995608938	1770.5671220213305	0.0	41.46730462519936	0.0	750.9850179967245	599.842944419097	1324.3886548600651	2387.077126357314	218.33484873539862	266.42752970987425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.784688995215311	0.0	0.0	0.0	148.3743479750739	0.0	0.0	0.0	70.89935284014231	0.0	0.0	128.20537274833234	802.7315504223685	0.0	3.583426651735722	120.64994533216975	11.483253588516746	0.0	0.0	1006.838032015582	0.0	0.0	0.0	0.0	0.0	10.685805422647528	2901.679769509137	11022.163896486816	489.703689204832	172.16047752705884	4.4657097288676235	613.5227446596741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1558.8755591519955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3233.1837361770545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6552.103967268246	1904.1237694477836	1366.505989430054	62657.14252722956	10267.371768745556	54342.823566155326	37334.02194832793	312.3381588456124	5012.121600150405	0.0	58992.38429111088	9023.204340993094	3715.015931052292	528.2463372761129	5797.530532943754	3230.985844941639	352.9711583568371	2128.410541768438	3511.8268313981494	5823.297205323771	6729.65612146642	3659.4971537474644	9492.457568109105
Hba-a2	2a	11	+	32296628	32296741	42.45454617088383	43.6502969063183	173.1842651387284	41.063085669821724	26.124346198132926	37.29140298511509	25.5122308769881	166.25892992809253	58.83851220411047	101.2884553720045	98.92281940733803	27.426210485421002	67.05061117132811	52.502920974568674	119.97652419776367	238.66125001700723	142.35615424487634	58.11786012248627	219.37312319632179	199.735070074846	40.82267693906114	236.73845000581423	104.74754332856247	13.82652435284014	0.0	15.778081567555253	22.77567932117441	0.0	1.3290802764486975	0.0	11.76655232226263	10.018720571005888	17.17079559195268	34.102446945668476	3.7255142518300404	4.518872939925571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2658160552897395	0.0	0.0	0.0	3.1938821412505614	0.0	0.0	0.0	1.063264221158958	0.0	0.0	2.7113237639553427	13.518505488319729	0.2658160552897395	0.3732736095558044	1.672754403638217	0.2658160552897395	0.0	0.0	17.809675704412545	0.0	10.497588884129005	0.0	0.0	0.0	0.0	43.56483262348297	150.2329500121312	25.15087092570865	3.7214247740563517	0.2658160552897395	7.023033760462602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.829466291353334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.79494425585133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.08430470081552	23.546580903377496	17.07778697910277	1002.4941316686185	151.17927090125116	809.7502146387457	1586.887709044833	6.949727835114146	75.40330493747553	0.0	839.3548191023593	146.40367564806888	55.412974151711644	6.653580337790864	84.69227030410532	43.735596026508254	4.270877682078795	21.115425709012246	53.21066704067646	86.02132531096034	83.59509157845021	50.26309312653895	145.08108923747722
Hba-a2	2b	11	+	32296741	32296945	2179.7194546506125	1934.9612142039584	8589.314100135425	3058.7491755774313	1042.9077199686803	1870.805527773713	1103.9818843256326	8152.054101489398	3056.1545879725677	5908.226866345183	5353.478675315483	1491.4030770601823	3263.342582186033	3401.012925954829	7336.601033044633	13457.877499615117	6863.419042740138	3094.1057574631486	10468.50655052755	9912.793608014375	1930.7949916974737	11609.92146377741	6884.792661975298	489.8934635483344	0.0	757.4591173243809	979.6197535929399	0.0	76.99760539036785	0.0	479.1540817365529	493.43971919733633	757.9097210406148	1850.0315642524884	122.15106032179203	195.65995974273096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.734663710273466	0.0	0.0	0.0	137.44374132137668	0.0	0.0	0.0	27.27272727272727	34.45850811067231	0.0	86.97101678808995	688.6620395074285	8.27790096082779	3.3212247016087177	80.20624412766199	14.486326681448633	0.0	0.0	843.0739523235919	0.0	395.4978896067704	0.0	0.0	0.0	0.0	2095.056661520641	7037.272772488259	1127.839720351929	106.42669261658395	2.882483370288248	587.2425568203244	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1113.2802618880255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2338.0443346905404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5068.490669865536	1233.0244898497929	1143.7740294564173	49260.39616219001	7450.484740604661	46357.198565837396	27947.417012721213	619.103231804787	3940.839924836919	0.0	41685.80749139243	8796.005916356762	2715.7488268552183	983.5833309839131	4563.944199585166	2699.706127177384	241.19875086150873	2590.373284082934	2418.487862151035	5690.467089922731	4298.305045390441	3027.271291214386	7483.381542418828
Hba-a2	3a	11	+	32297080	32297255	856.3820689754995	531.6706794498767	2698.782002047213	2033.5430132195524	448.000613915126	456.3085497207109	383.61030006724553	2493.9322154881884	1158.9969139585412	2757.8931685667662	3789.4723259050393	617.2055272369836	1345.7902434819912	2652.1289903172265	2733.794407612985	4360.228534756026	2764.1823411760042	1305.487134175926	4959.201809922887	5072.605588463798	1067.5434168997326	6710.981283627619	2776.083112578044	274.2177872473938	0.0	654.3141336815338	388.75086006662957	6.778563698206556	47.17488610636142	0.0	114.83625623648739	104.81753301890477	314.38262383734605	580.1515417559347	145.61524898782636	55.19864841597797	0.0	0.0	0.0	0.0	0.0	0.0	9.986225895316805	65.03938754340788	0.0	0.0	0.0	73.97293576993115	0.0	0.0	0.0	2.066115702479339	79.91388293661133	0.0	7.40358126721763	258.45848760691683	5.767906336088155	0.0	43.61409314931207	0.0	0.0	0.0	164.3565161276922	0.0	139.91280995896315	0.0	0.0	0.0	3.808691308691309	645.9503851942762	3045.99112528459	1453.7335571643853	135.89475497493748	0.0	195.60781951893358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	450.8168596782032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	851.2375370626528	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2462.4159932128205	585.808041515136	494.75768216360234	22618.938944992733	3381.027228424745	20973.451887264768	7892.152603694357	612.4835839055253	1628.7116662110075	0.0	9979.849912366224	2806.393953976659	798.022349592895	660.0686727162113	1725.4396079938965	1276.518188182981	385.933303181	3990.5455877639583	1264.6974963352457	3043.2922334211657	6410.0892724361165	3156.332135448386	6198.874585903436
Hba-a2	3b	11	+	32297255	32297298	812.610113884484	900.2845129164601	1517.4491580803776	1864.4250274132016	1196.9317208253449	844.6842611170341	1568.8072503698613	4859.127225961915	1698.3135158727532	5221.5137391372655	3993.453710334143	768.8593149277995	2835.9710075629114	3338.498293362637	3468.1040926645724	5787.307121687624	4097.382143496805	2120.579598481793	8523.959526396828	7772.564896425322	2662.9041409818506	11174.312570254227	3719.9271131290984	132.6681448632668	0.0	1062.61159373078	573.5720949182632	88.94557823129253	51.35841170323929	0.0	14.285714285714285	249.40339861328775	820.0915062954234	846.933932802177	279.70923681435363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	239.79978354978354	284.4919786096257	0.0	0.0	0.0	56.060606060606055	0.0	0.0	0.0	0.0	229.86258865248226	0.0	22.727272727272727	326.1264453252283	0.0	0.0	0.0	0.0	0.0	0.0	105.74614065180103	0.0	37.5	0.0	0.0	0.0	143.95604395604394	427.69078361888575	5770.058926907916	4735.948973331226	407.0462275819419	302.17261904761904	568.7268358289471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1112.174283658216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	903.7238631485825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5454.308385168742	436.2166685146455	920.6757362437354	29609.0651986682	7272.983873258305	40378.955919909116	16378.671618109984	954.8584012450076	3713.2142253373017	0.0	11035.900868601613	2083.9677496260433	1066.2637947616402	3007.9229051752127	3129.6587112811853	2982.834569038591	595.2390275642346	14394.473298162684	1778.178553502372	4048.4951348500936	12456.342016213506	5121.184367189345	12705.297365717619
