Gene	Index	Chromosome	Strand	Start	End	F1S4_161209_005_C01	F1S4_180108_304_G01	F1S4_180129_303_G01	F2S4_151223_001_E01	F2S4_151223_002_A01	F2S4_151223_013_F01	F2S4_160115_007_A01	F2S4_160115_018_D01	F2S4_160115_023_F01	F2S4_160120_001_A01	F2S4_160120_007_H01	F2S4_160120_027_B01	F2S4_160126_035_C01	F2S4_160127_001_F01	F2S4_160127_014_E01	F2S4_160127_018_C01	F2S4_160128_017_B01	F2S4_160128_024_E01	F2S4_160202_013_H01	F2S4_160210_005_B01	F2S4_160217_001_F01	F2S4_160303_016_B01	F2S4_160304_012_H01	F2S4_160317_010_C01	F2S4_160317_018_H01	F2S4_160317_023_H01	F2S4_160317_028_H01	F2S4_160321_027_D01	F2S4_160329_008_D01	F2S4_160329_015_H01	F2S4_160330_010_F01	F2S4_160330_028_C01	F2S4_160401_001_A01	F2S4_160401_004_A01	F2S4_160404_022_D01	F2S4_160404_026_B01	F2S4_160404_044_E01	F2S4_160405_011_G01	F2S4_160405_040_A01	F2S4_160413_015_A01	F2S4_160415_007_E01	F2S4_160415_020_D01	F2S4_160420_013_C01	F2S4_160421_003_E01	F2S4_160421_018_E01	F2S4_160422_008_D01	F2S4_160425_007_F01	F2S4_160426_008_C01	F2S4_160429_002_B01	F2S4_160429_005_A01	F2S4_160429_011_D01	F2S4_160429_015_A01	F2S4_160502_002_B01	F2S4_160502_010_D01	F2S4_160502_011_H01	F2S4_160503_006_A01	F2S4_160505_017_E01	F2S4_160506_001_F01	F2S4_160516_010_F01	F2S4_160516_030_H01	F2S4_160516_031_E01	F2S4_160520_007_E01	F2S4_160520_016_B01	F2S4_160520_018_F01	F2S4_160524_008_C01	F2S4_160524_008_F01	F2S4_160525_014_A01	F2S4_160603_003_E01	F2S4_160607_001_E01	F2S4_160607_002_E01	F2S4_160609_001_F01	F2S4_160613_004_E01	F2S4_160616_006_F01	F2S4_160617_001_G01	F2S4_160620_018_F01	F2S4_160622_012_G01	F2S4_160622_013_D01	F2S4_160627_007_F01	F2S4_160627_017_F01	F2S4_160701_002_D01	F2S4_160701_003_F01	F2S4_160701_013_A01	F2S4_160701_019_G01	F2S4_160706_020_A01	F2S4_160706_059_H01	F2S4_160708_005_C01	F2S4_160708_005_D01	F2S4_160713_002_E01	F2S4_160726_009_A01	F2S4_160726_011_C01	F2S4_160802_006_A01	F2S4_160825_060_A01	F2S4_160901_017_F01	F2S4_160908_001_A01	F2S4_160915_005_H01	F2S4_161004_008_F01	F2S4_161004_018_A01	F2S4_161010_006_E01	F2S4_161010_009_D01	F2S4_161010_026_E01	F2S4_161010_032_D01	F2S4_161011_005_F01	F2S4_161028_003_H01	F2S4_161028_008_A01	F2S4_161028_013_D01	F2S4_161107_006_E01	F2S4_161107_010_B01	F2S4_161110_002_D01	F2S4_161128_003_A01	F2S4_161206_001_B01	F2S4_161207_001_B01	F2S4_170116_001_E01	F2S4_170116_003_E01	F2S4_170126_016_E01	F2S4_170126_016_G01	F2S4_170203_010_A01	F2S4_170210_005_G01	F2S4_170302_003_A01	F2S4_170302_008_H01	F2S4_170324_025_D01	F2S4_170412_001_F01	F2S4_170518_001_E01	F2S4_170519_002_F01	F2S4_170908_001_A01	F2S4_170908_001_B01	F2S4_170908_001_C01	F2S4_170908_004_B01	F2S4_171006_001_E01	F2S4_171006_006_H01	F2S4_171006_016_C01	F2S4_171024_001_D01	F2S4_171024_001_G01	F2S4_171128_005_H01	F2S4_171215_003_C01	F2S4_171220_002_B01	F2S4_180122_006_E01	FJS4_170405_003_C01	FJS4_170405_006_D01	FJS4_170405_011_B01	FJS4_170405_012_A01	FJS4_170427_004_G01	FJS4_170427_005_D01	FJS4_170427_006_H01	FJS4_170427_011_C01	FJS4_170427_012_A01	FJS4_170427_012_E01
Hba-a1	1	11	+	32283511	32283801	48.53315157624634	0.0	0.0	0.0	20.81408210125448	0.0	364.7181299185713	32.096354166666664	7.975260416666666	0.0	11.881510416666666	47.94081821236559	961.413271363526	0.0	0.0	0.0	142.03640263867896	0.0	0.0	0.0	0.0	143.57831401209674	457.6906510857083	41.44778196839081	132.00872939607282	117.96503070230872	441.1371782214681	71.95217993951614	0.0	0.0	28.01371729651163	31.99029737903225	72.01433879573169	193.29039156207142	35.212953629032256	56.839851386852395	76.01742527564544	535.2939765251725	0.0	0.0	0.0	0.0	457.05020183210456	323.7700725076214	0.0	483.6889851965325	218.99483596979002	0.0	0.0	0.0	0.0	257.8199209294849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	105.7423425099206	18.90418927987862	0.0	0.0	0.0	0.0	142.16667943405082	170.0474960478772	0.0	604.7184453617712	136.57065689466887	84.80605258736558	1300.3669842819177	84.21760184512273	16.601562499999996	0.0	0.0	90.69068351408973	0.0	137.9193722943723	12.613932291666668	77.25853662264612	0.0	99.22533645827907	0.0	33.211000504032256	0.0	0.0	124.35945604509818	0.0	785.6968838711942	0.0	0.0	0.0	0.0	0.0	719.3364336451502	0.0	0.0	0.0	0.0	24.023437499999996	325.86302545306467	0.0	0.0	0.0	0.0	0.0	605.0643737365538	101.57317063857495	90.55972630837715	59.53299669715447	51.568895863880755	87.01238037771	0.0	53.9955057123656	0.0	0.0	0.0	0.0	0.0	0.0	156.47062045587035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.1802038433908	0.0	58.51322313911977	0.0	33.32052027925532	0.0	0.0	0.0	20.67403590425532	1903.7368680027637	0.0	0.0	0.0	0.0
Hba-a1	2a	11	+	32283811	32283924	2.1929824561403506	0.0	0.0	0.0	0.7309941520467835	0.0	10.61496827174319	0.0	0.0	0.0	0.7309941520467835	0.0	22.676371780515108	0.0	0.0	0.0	2.923976608187134	0.0	0.0	0.0	0.0	4.385964912280701	14.43713450292398	0.7309941520467835	2.923976608187134	4.949379377296997	12.669845840538528	3.6549707602339185	0.0	0.0	3.654970760233918	0.0	0.0	5.847953216374268	0.7309941520467835	3.3138401559454196	1.461988304093567	19.467528470298543	0.0	0.0	0.0	0.0	16.602427786638316	10.980465347766582	0.0	14.985380116959064	5.116959064327485	0.0	0.0	0.0	0.0	8.796296296296296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6549707602339185	1.232247284878864	0.0	0.0	0.0	0.0	2.923976608187134	8.040935672514617	0.0	16.680765050120204	3.9264828738512954	4.142300194931774	41.78638283052544	2.1929824561403506	2.9239766081871346	0.0	0.0	2.923976608187134	0.0	4.751461988304094	1.461988304093567	3.6549707602339185	0.0	1.4775413711583925	0.0	1.461988304093567	0.0	0.0	6.578947368421051	0.0	18.306636155606405	0.0	0.0	0.0	0.0	0.0	19.00584795321637	0.0	0.0	0.0	0.0	0.0	7.309941520467835	0.0	0.0	0.0	0.0	0.0	12.06140350877193	3.7797746398516616	7.672819719099212	0.7309941520467835	0.7309941520467835	1.461988304093567	0.0	0.7309941520467835	0.0	0.0	0.0	0.0	0.0	0.0	5.847953216374268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.461988304093567	0.0	2.1929824561403506	0.0	1.827485380116959	0.0	0.0	0.0	0.7309941520467835	67.65831878976671	0.0	0.0	0.0	0.0
Hba-a1	2b	11	+	32283924	32284128	160.00133969127216	0.0	0.0	0.0	74.10303994344292	0.0	478.4863469650591	19.91869918699187	0.0	0.0	44.91869918699187	104.97650723260479	1639.3679274114359	0.0	0.0	0.0	121.76745652292632	24.898373983739834	0.0	0.0	0.0	240.36064569972962	866.0024206562608	46.19144405729773	256.8378490335854	187.9746977671412	1018.0263480475136	211.0290971330766	0.0	0.0	117.68292682926828	71.95121951219511	95.14178756496166	291.0545599708535	61.289726533628986	57.87904721152475	44.8170731707317	1030.9193354561362	0.0	0.0	0.0	0.0	673.3425870781181	597.609858037288	0.0	683.6501845610877	266.61766361390886	0.0	0.0	0.0	0.0	288.6619241192412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	211.06555055097587	36.184668989547035	0.0	0.0	0.0	0.0	116.76829268292681	275.3048780487805	0.0	986.7054960988572	266.4987034708732	133.0768486256291	2875.8354639926347	207.77306468716858	65.7520325203252	0.0	0.0	134.75844390478537	0.0	259.3495934959349	44.918699186991866	154.60220673635308	54.09407665505227	198.30739509088534	0.0	77.54065040650407	59.543606799704364	0.0	174.3780928873974	0.0	1035.0365940831928	0.0	0.0	0.0	0.0	0.0	934.6710515241798	58.46093561532573	0.0	0.0	0.0	84.67182232797937	406.8594612445158	0.0	0.0	0.0	0.0	0.0	739.1902720230431	162.285292431039	215.08424992445174	84.88926268573032	50.60975609756098	54.573170731707314	0.0	61.89024390243902	0.0	36.608673133063384	0.0	0.0	0.0	0.0	166.2797464600786	6.7073170731707314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0899166175161	0.0	64.84663710273466	0.0	77.96844754161827	0.0	0.0	0.0	58.52095059412132	3094.2594368078703	0.0	0.0	0.0	0.0
Hba-a1	3a	11	+	32284263	32284438	74.86815412025393	0.0	11.62190082644628	2.840909090909091	23.082386363636356	0.0	303.56452379275277	5.800189393939393	0.0	0.0	23.20075757575757	52.00240045806906	888.5424538144914	0.0	0.0	0.0	261.6175059913704	1.5297202797202798	0.0	0.0	0.0	125.11837121212119	427.49770150604064	205.92483855978176	164.32807641067905	198.0455428273604	838.4139567712573	94.8153409090909	0.0	0.0	72.79829545454545	32.196969696969695	69.01545373952288	281.48011292120685	86.41098484848487	102.23689598689596	31.210542929292927	625.0301108334935	0.0	0.0	0.0	5.848930481283421	508.4796655041681	354.2920335127332	0.0	133.08334150968076	92.02589756258234	0.0	0.0	0.0	0.0	162.41793306872552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.66003787878789	12.073863636363637	0.0	0.0	0.0	0.0	63.92045454545456	121.09374999999999	11.600378787878785	769.1766277578762	242.40880270092234	58.35700757575758	1561.4697861941295	231.78528094625162	37.28693181818181	0.0	23.484848484848488	30.77651515151515	0.0	151.39678030303028	27.976025498891353	43.29298418972332	38.71767951251647	25.568181818181813	58.13675750296376	58.93364448051949	70.07575757575758	0.0	44.75342365967366	0.0	606.1499679185875	4.267909509844994	0.0	0.0	0.0	0.0	435.5384165603961	24.85795454545454	0.0	0.0	0.0	22.964015151515152	207.4060921717172	0.0	0.0	0.0	0.0	0.0	588.0085289756884	120.29267970401692	140.8617424242424	41.0748106060606	28.64583333333333	1.6571969696969697	0.0	46.99337121212121	0.0	192.5700553300901	0.0	0.0	0.0	0.0	141.77489177489176	3.7878787878787876	0.0	22.341720779220775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.6566850941851	0.0	71.73295454545456	17.529232542819496	17.40845959595959	0.0	0.0	0.0	23.674242424242422	1497.1147518677683	0.0	0.0	0.0	0.0
Hba-a1	3b	11	+	32284438	32284465	60.869565217391305	0.0	0.0	54.166666666666664	0.0	0.0	122.72853957636568	0.0	0.0	0.0	0.0	0.0	217.26190476190473	0.0	0.0	0.0	269.86215538847114	80.76923076923077	0.0	0.0	0.0	33.333333333333336	241.50641025641025	0.0	205.45967190704033	385.8695652173913	1142.8664786962772	33.333333333333336	0.0	0.0	58.333333333333336	0.0	6.25	459.38116133768307	0.0	155.41666666666669	72.22222222222221	223.86363636363637	0.0	0.0	0.0	0.0	315.5111336032389	112.58314855875832	0.0	58.333333333333336	60.869565217391305	0.0	0.0	0.0	0.0	58.7719298245614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.333333333333336	0.0	229.06685513068493	150.2450980392157	0.0	389.5238095238095	294.44444444444446	0.0	0.0	0.0	60.0	0.0	33.333333333333336	0.0	17.391304347826086	50.0	0.0	0.0	78.125	0.0	0.0	27.083333333333332	0.0	321.8923058795806	140.86021505376345	0.0	0.0	0.0	0.0	62.719298245614034	0.0	0.0	0.0	0.0	6.25	325.00000000000006	0.0	0.0	0.0	0.0	0.0	81.73076923076923	116.91176470588233	63.33333333333332	0.0	0.0	0.0	0.0	0.0	0.0	61.904761904761905	0.0	0.0	0.0	0.0	108.33333333333333	0.0	0.0	20.833333333333336	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	720.9870175776857	0.0	0.0	0.0	0.0
Hba-a2	1	11	+	32296489	32296618	65.39203580799504	0.0	0.0	0.0	27.704678362573098	0.0	497.7198210017739	43.24561403508772	10.745614035087717	0.0	28.728070175438596	64.59394453876625	1299.7046789809142	0.0	0.0	0.0	191.33395397309542	0.0	0.0	0.0	0.0	187.06140350877186	622.7122049658196	55.845432546884446	170.86932073774182	155.0388483848651	604.2539449241548	107.81762874929255	0.0	0.0	37.5	43.10271646859083	86.26551133932392	252.35667031873336	52.88341822297679	78.40973401245049	97.05067124858896	719.9189209629382	0.0	0.0	0.0	0.0	630.4414679493908	420.1191503260584	0.0	649.2499370143288	322.1121809047505	0.0	0.0	0.0	0.0	364.13351315728215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	147.9124895572264	17.50515995872033	0.0	0.0	0.0	0.0	175.04969822310383	245.28134360290963	0.0	838.9016871176054	173.09481100505874	110.75622524052064	1737.0429536744832	128.0701754385965	44.298245614035075	0.0	0.0	127.56657006810687	0.0	183.086978810663	22.36842105263158	114.84132653717934	0.0	139.06589192975147	0.0	44.747453310696095	0.0	0.0	168.8737934081323	0.0	1006.5447152293121	0.0	0.0	0.0	0.0	0.0	987.7182262736546	0.0	0.0	0.0	0.0	32.017543859649116	495.5782874113182	0.0	0.0	0.0	0.0	0.0	832.4424802572598	140.91876255620102	131.42408807943613	80.21287976037655	69.48230179554456	116.98099415204678	0.0	72.75183927560836	0.0	0.0	0.0	0.0	0.0	0.0	194.68166383701185	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.205081669691474	0.0	100.56989500605732	0.0	58.60115714818962	0.0	0.0	0.0	39.69764837625979	2549.833455696272	0.0	0.0	0.0	0.0
Hba-a2	2a	11	+	32296628	32296741	1.0964912280701753	0.0	0.0	0.0	0.36549707602339176	0.0	5.124735597859898	0.0	0.0	0.0	0.36549707602339176	0.0	11.338185890257563	0.0	0.0	0.0	1.461988304093567	0.0	0.0	0.0	0.0	1.827485380116959	6.578947368421051	0.36549707602339176	1.461988304093567	2.208873633358759	6.5870413114854	1.827485380116959	0.0	0.0	1.827485380116959	0.0	0.0	2.923976608187134	0.36549707602339176	1.461988304093567	0.7309941520467835	9.86842105263158	0.0	0.0	0.0	0.0	7.675438596491226	5.4902326738832885	0.0	7.675438596491226	2.5584795321637426	0.0	0.0	0.0	0.0	4.580896686159845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.827485380116959	0.36549707602339176	0.0	0.0	0.0	0.0	1.0964912280701753	4.0204678362573105	0.0	8.083435332517338	1.9632414369256472	1.827485380116959	19.571778909639683	1.0964912280701753	1.827485380116959	0.0	0.0	1.461988304093567	0.0	2.5584795321637426	0.7309941520467835	1.827485380116959	0.0	0.7387706855791962	0.0	0.7309941520467835	0.0	0.0	2.923976608187134	0.0	9.153318077803204	0.0	0.0	0.0	0.0	0.0	9.86842105263158	0.0	0.0	0.0	0.0	0.0	4.385964912280701	0.0	0.0	0.0	0.0	0.0	6.213450292397661	1.461988304093567	3.3250740487582595	0.36549707602339176	0.36549707602339176	0.7309941520467835	0.0	0.36549707602339176	0.0	0.0	0.0	0.0	0.0	0.0	2.923976608187134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7309941520467835	0.0	1.0964912280701753	0.0	1.0964912280701753	0.0	0.0	0.0	0.36549707602339176	32.73986171828733	0.0	0.0	0.0	0.0
Hba-a2	2b	11	+	32296741	32296945	79.19228107993028	0.0	0.0	0.0	30.395015906680804	0.0	240.99300742878273	9.959349593495935	0.0	0.0	27.439024390243897	52.662337662337656	815.8345137619467	0.0	0.0	0.0	62.651033481088554	14.939024390243901	0.0	0.0	0.0	112.19400518181006	462.1625298031517	15.345528455284553	122.05284552845528	86.3886953278651	516.9285870345631	104.09178433889603	0.0	0.0	58.84146341463414	35.975609756097555	39.23647932131495	147.53573099098946	30.894308943089428	25.40650406504065	19.91869918699187	498.0468201553961	0.0	0.0	0.0	0.0	298.7472373007947	267.6650109966145	0.0	343.6451187049581	141.6607633654857	0.0	0.0	0.0	0.0	148.5230352303523	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.52838446502933	16.768292682926827	0.0	0.0	0.0	0.0	47.05284552845527	148.67886178861787	0.0	476.5599299372456	117.1747852712858	56.707317073170735	1358.3238312319802	91.78861788617886	38.008130081300806	0.0	0.0	57.41987235889674	0.0	154.16666666666666	27.4390243902439	84.05923344947736	27.047038327526128	90.00839308219395	0.0	29.166666666666664	29.46692535107169	0.0	92.54992319508449	0.0	525.141392718275	0.0	0.0	0.0	0.0	0.0	473.1147216751672	29.94775841080145	0.0	0.0	0.0	49.814098750743604	244.00622729631544	0.0	0.0	0.0	0.0	0.0	374.9939141707434	71.47330257086354	95.54825256044766	42.44463134286516	25.30487804878049	20.528455284552845	0.0	28.455284552845526	0.0	28.53077816492451	0.0	0.0	0.0	0.0	70.65911730545876	3.3536585365853657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.630081300813004	0.0	28.35365853658536	0.0	41.31436314363144	0.0	0.0	0.0	31.79330831769856	1592.5932228341694	0.0	0.0	0.0	0.0
Hba-a2	3a	11	+	32297080	32297255	35.03787878787879	0.0	5.81095041322314	2.840909090909091	7.694128787878787	0.0	123.58983860342553	0.0	0.0	0.0	11.600378787878785	37.40530303030303	422.26391080165274	0.0	0.0	0.0	108.13273018872356	0.0	0.0	0.0	0.0	39.772727272727266	272.85079051383406	103.22833299258335	53.92381476050829	91.22098185237978	449.10212008076655	46.16477272727273	0.0	0.0	16.80871212121212	10.298295454545453	23.792613636363637	128.15165261485825	40.00946969696969	33.2623106060606	13.809974747474746	261.1514190531103	0.0	0.0	0.0	0.0	186.41639256558608	117.60650492890834	0.0	85.98655808477238	63.024950592885375	0.0	0.0	0.0	0.0	100.10545798898072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.63068181818183	11.837121212121211	0.0	0.0	0.0	0.0	19.29450757575757	70.90435606060606	5.800189393939393	350.7033807148136	104.62471179183134	19.29450757575757	604.6345903453747	80.95487714116344	33.38068181818181	0.0	11.742424242424244	15.388257575757574	0.0	86.29261363636363	19.788202143385067	31.60511363636364	49.715909090909086	23.44539141414141	75.70017808973468	23.20075757575757	23.792613636363633	0.0	18.110795454545457	0.0	274.7882623812394	1.8328445747800586	0.0	0.0	0.0	0.0	261.3968913610062	5.800189393939393	0.0	0.0	0.0	34.56439393939394	160.3144254124826	0.0	0.0	0.0	0.0	0.0	269.7670440040204	47.9541050035236	53.03030303030303	35.03787878787878	14.322916666666664	5.800189393939393	0.0	20.596590909090907	0.0	120.5014724248137	0.0	0.0	0.0	0.0	59.2870670995671	1.8939393939393938	0.0	11.170860389610388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.03787878787878	0.0	23.20075757575757	5.800189393939393	14.504419191919192	0.0	0.0	0.0	23.437499999999996	859.9977410849274	0.0	0.0	0.0	0.0
Hba-a2	3b	11	+	32297255	32297298	0.0	0.0	0.0	54.166666666666664	0.0	0.0	10.416666666666668	0.0	0.0	0.0	0.0	0.0	84.88095238095238	0.0	0.0	0.0	116.66666666666666	0.0	0.0	0.0	0.0	16.666666666666668	54.166666666666664	0.0	27.083333333333332	168.75	393.75	16.666666666666668	0.0	0.0	79.16666666666666	0.0	6.25	208.01282051282053	0.0	91.66666666666667	72.22222222222221	139.58333333333334	0.0	0.0	0.0	0.0	52.083333333333336	0.0	0.0	89.58333333333333	82.6086956521739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.666666666666668	0.0	0.0	43.75	0.0	193.75	70.83333333333333	0.0	0.0	0.0	0.0	0.0	16.666666666666668	0.0	0.0	0.0	0.0	0.0	103.125	0.0	0.0	27.083333333333332	0.0	197.01086956521738	74.19354838709677	0.0	0.0	0.0	0.0	52.19298245614035	0.0	0.0	0.0	0.0	6.25	225.0	0.0	0.0	0.0	0.0	0.0	6.25	37.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.904761904761905	0.0	0.0	0.0	0.0	54.166666666666664	0.0	0.0	10.416666666666668	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	375.0	0.0	0.0	0.0	0.0
