	CellType	Reads (M)	Aligned reads (M)	Alignment rate (%)	Gene count (K)	Isoform count (K)
GSM2026617	CA1 regular-spiking interneuron	15.095148	12.863448	85.21577926894125	12.913	25.84
GSM2026619	CA1 regular-spiking interneuron	14.468541	12.39026	85.63586335346459	10.617	18.357
GSM2026620	CA1 pyramidal cell	12.082263	6.46802	53.533183311768674	11.479	20.11
GSM2026621	CA1 regular-spiking interneuron	7.763127	3.116383	40.1433984011855	12.756	24.506
GSM2026623	CA1 regular-spiking interneuron	11.986941	6.526263	54.44477452587779	12.265	21.286
GSM2026624	CA1 pyramidal cell	5.895199	2.598474	44.07779957894551	7.446	10.924
GSM2026625	CA1 regular-spiking interneuron	10.2493	7.054301	68.8271491711629	11.076	19.87
GSM2026626	CA1 pyramidal cell	12.487163	7.358365	58.927436119797584	9.903	15.817
GSM2026627	CA1 regular-spiking interneuron	7.714629	5.928349	76.84554889159284	13.494	27.269
GSM2026628	CA1 pyramidal cell	9.460211	6.737166	71.21581114839827	7.542	11.947
GSM2026629	CA1 regular-spiking interneuron	15.803409	12.549084	79.40744936741181	12.75	24.489
GSM2026630	CA1 pyramidal cell	10.363454	5.866557	56.60812505174433	9.2	14.692
GSM2026631	CA1 regular-spiking interneuron	17.485524	2.452577	14.026328293049723	8.315	12.75
GSM2026635	CA1 regular-spiking interneuron	14.838189	10.813629	72.87701349538007	12.633	25.857
GSM2026636	CA1 fast-spiking interneuron	24.265284	18.585786	76.59414165521409	11.07	21.307
GSM2026638	CA1 fast-spiking interneuron	23.297322	15.282568	65.5979601432302	12.374	24.557
GSM2026639	CA1 regular-spiking interneuron	12.4357	3.359581	27.015616330403596	10.369	17.879
GSM2026641	CA1 fast-spiking interneuron	7.634831	2.11166	27.658241551122742	7.386	12.023
GSM2026643	CA1 regular-spiking interneuron	9.537517	1.902686	19.949489998287817	7.451	10.718
GSM2026644	CA1 pyramidal cell	11.454965	3.393196	29.622054716011792	6.719	11.843
GSM2026645	CA1 fast-spiking interneuron	12.756324	5.92285	46.43069586504702	9.703	16.954
GSM2026646	CA1 fast-spiking interneuron	2.514999	0.812865	32.3206887955025	8.505	15.089
GSM2026647	CA1 regular-spiking interneuron	20.309854	16.342563	80.46617666478546	10.865	20.105
GSM2026649	CA1 fast-spiking interneuron	7.016168	3.07806	43.87095633969996	8.191	13.937
GSM2026651	CA1 regular-spiking interneuron	43.003879	29.090563	67.64636976120224	14.416	30.99
GSM2026655	Subiculum burst-spiking pyramidal cell	4.736626	1.314237	27.746269179791692	11.484	24.123
GSM2026656	Subiculum burst-spiking pyramidal cell	2.80553	1.006814	35.886766493318554	10.774	22.997
GSM2026657	Subiculum regular-spiking pyramidal cell	3.687993	2.217347	60.12340587414348	12.021	27.82
GSM2026658	Subiculum burst-spiking pyramidal cell	3.132108	0.834461	26.642152824870664	9.538	17.297
